PublishDate,Publish Week Day,mins,secs,Channel,Video Name on Youtube,Level,Access,Youtube Link,New Level Color on Thumbnail,Text that differs from standart description text,Subtitles,End scrn,Cards,Chapters,Thumbnail,Scheduled,Short links in the description,Translations (title & description),Pin comment,Short link in the comment,Added to playlists,Patreon Post,Shorts,Short links in shorts,TikTok заготовка,Upload to platform,Tags,Speaker,Is a Series' Episode,Next episode link,Cut out fragments on Youtube
15.07.2021,чт,20,42,ComprehensibleRussian,Olivier Salad #3 Cutting the Ingredients,Beginner 1,Free,https://youtu.be/DVPGnWtJUb0,FALSE,,,,,,,,,,,,,,,,,TRUE,"Food & kitchen, ""Activities, how-to""",Inna (Comprehensible Russian),TRUE,,
18.07.2021,вс,3,59,ComprehensibleRussian,"History of Russian Culture #16 Music of Muscovite Russia in 15,16,17 centuries",Beginner 2,Free,https://youtu.be/Yup_hHsYtvI,FALSE,,,,,,,,,,,,,,,,,TRUE,"History, Culture",Inna (Comprehensible Russian),TRUE,,
22.07.2021,чт,7,56,ComprehensibleRussian,Russiananyze Nu Pogodi #3 Soviet Ads Episodes,Beginner 1,Free,https://youtu.be/RKNGBRs6jf4,FALSE,,,,,,,,,,,,,,,,,TRUE,Cartoons,Inna (Comprehensible Russian),TRUE,,
25.07.2021,вс,10,,ComprehensibleRussian,History of Russian Culture #17 Symbols of Russian Culture from Peter I till Defeat of Napoleon,Beginner 2,Free,https://youtu.be/fsUzXg4kSAA,FALSE,,,,,,,,,,,,,,,,,TRUE,"History, Culture",Inna (Comprehensible Russian),TRUE,,
29.07.2021,чт,10,40,ComprehensibleRussian,Olivier Salad #4 Preparing Homemade Mayonnaise,Beginner 1,Free,https://youtu.be/LJMZDSPhgl4,FALSE,,,,,,,,,,,,,,,,,TRUE,"Food & kitchen, ""Activities, how-to""",Inna (Comprehensible Russian),TRUE,,
01.08.2021,вс,8,52,ComprehensibleRussian,History of Russian Culture #18 Europeization of Russia by Peter the Great,Beginner 2,Free,https://youtu.be/VaHUtghDw2k,FALSE,,,,,,,,,,,,,,,,,TRUE,"History, Culture",Inna (Comprehensible Russian),TRUE,,
05.08.2021,чт,13,34,ComprehensibleRussian,Russiananyze Nu Pogodi #4 Reflection of Wild 1990s,Beginner 1,Free,https://youtu.be/ZQZ0M4wIQeM,FALSE,,,,,,,,,,,,,,,,,TRUE,Cartoons,Inna (Comprehensible Russian),TRUE,,
08.08.2021,вс,8,16,ComprehensibleRussian,History of Russian Culture #19 Age of Enlightenment in Russian Empire,Beginner 2,Free,https://youtu.be/gJLD2Ht6T0M,FALSE,,,,,,,,,,,,,,,,,TRUE,"History, Culture",Inna (Comprehensible Russian),TRUE,,
12.08.2021,чт,5,52,ComprehensibleRussian,Olivier Salad #5 Seasoning and Ready to Serve!,Beginner 1,Free,https://youtu.be/-aRAbBod4T4,FALSE,,,,,,,,,,,,,,,,,TRUE,"Food & kitchen, ""Activities, how-to""",Inna (Comprehensible Russian),TRUE,,
15.08.2021,вс,11,56,ComprehensibleRussian,History of Russian Culture #20 Culture of Russian Empire under Peter I and Catherine II,Beginner 2,Free,https://youtu.be/vMshERGsTe0,FALSE,,,,,,,,,,,,,,,,,TRUE,"History, Culture",Inna (Comprehensible Russian),TRUE,,
19.08.2021,чт,19,23,ComprehensibleRussian,Unbelievable Adventures of Italians in Russia #1 Intro & Opening Event of Unbelievable Adventures of Italians in Russia,Beginner 2,Free,https://youtu.be/_0uoQeWbw_o,FALSE,,,,,,,,,,,,,,,,,TRUE,Movies & TV,Inna (Comprehensible Russian),TRUE,,
22.08.2021,вс,12,47,ComprehensibleRussian,History of Russian Culture #21 Defeat of Napoleon and Decembrists' Revolt Failure,Beginner 2,Free,https://youtu.be/leOV8_fy2nY,FALSE,,,,,,,,,,,,,,,,,TRUE,"History, Culture",Inna (Comprehensible Russian),TRUE,,
26.08.2021,чт,11,48,ComprehensibleRussian,Unbelievable Adventures of Italians in Russia #2 Key Dialogues of Unbelievable Adventures of Italians in Russia,Beginner 2,Free,https://youtu.be/pOeYk7qTbMg,FALSE,,,,,,,,,,,,,,,,,TRUE,Movies & TV,Inna (Comprehensible Russian),TRUE,,
29.08.2021,вс,16,29,ComprehensibleRussian,History of Russian Culture #22 Golden Age of Russian Culture: Common People as the Main Focus,Beginner 2,Free,https://youtu.be/CAYSHXa2TP4,FALSE,,,,,,,,,,,,,,,,,TRUE,"History, Culture",Inna (Comprehensible Russian),TRUE,,
02.09.2021,чт,8,9,ComprehensibleRussian,Unbelievable Adventures of Italians in Russia #3 Reasons to Watch Unbelievable Adventures of Italians in Russia,Beginner 2,Free,https://youtu.be/1MAbYCbOh0M,FALSE,,,,Три плюс Два,,,,,,,,,,,,,TRUE,Movies & TV,Inna (Comprehensible Russian),TRUE,,
05.09.2021,вс,13,14,ComprehensibleRussian,History of Russian Culture #23 Political and Economical Backwardness of Russia in the 19th Century,Beginner 2,Free,https://youtu.be/-6b3L9Ooy8Y,FALSE,,,,,,,,,,,,,,,,,TRUE,"History, Culture",Inna (Comprehensible Russian),TRUE,,
09.09.2021,чт,11,47,ComprehensibleRussian,Unbelievable Adventures of Italians in Russia #4 Students' Questions after Watching Unbelievable Adventures of Italians in Russia,Beginner 2,Free,https://youtu.be/uj4qkdtdAvA,FALSE,,,,,,,,,,,,,,,,,TRUE,Movies & TV,Inna (Comprehensible Russian),TRUE,,
12.09.2021,вс,9,16,ComprehensibleRussian,History of Russian Culture #24 Science of Russia's Golden Age,Beginner 2,Free,https://youtu.be/I0z9YOBuWgI,FALSE,,,,,,,,,,,,,,,,,TRUE,"History, Culture",Inna (Comprehensible Russian),TRUE,,
16.09.2021,чт,34,24,ComprehensibleRussian,Unbelievable Adventures of Italians in Russia #5 Movie Plot of Unbelievable Adventures of Italians in Russia,Beginner 2,Free,https://youtu.be/DaUMRf4mCWw,FALSE,,,,Key Dialogues,,,,,,,,,,,,,TRUE,Movies & TV,Inna (Comprehensible Russian),TRUE,,
19.09.2021,вс,15,0,ComprehensibleRussian,History of Russian Culture #25 Search of Russia's 'Special Destiny' in the 19th Century,Beginner 2,Free,https://youtu.be/ZzCfz_V-TV4,FALSE,,,,,,,,,,,,,,,,,TRUE,"History, Culture",Inna (Comprehensible Russian),TRUE,,
23.09.2021,чт,12,30,ComprehensibleRussian,Cheburashka #1 Soviet Super Star of Animation - Cheburashka. Introduction,Beginner 1,Free,https://youtu.be/4J384qTLNiQ,FALSE,,,,,,,,,,,,,,,,,TRUE,Cartoons,Inna (Comprehensible Russian),TRUE,,
26.09.2021,вс,11,0,ComprehensibleRussian,History of Russian Culture #26 Music of Russia's Golden Age,Beginner 2,Free,https://youtu.be/gcvWUgcfj30,FALSE,,,,,,,,,,,,,,,,,TRUE,"History, Culture",Inna (Comprehensible Russian),TRUE,,
28.09.2021,вт,28,29,ComprehensibleRussian,Cheburashka #2 The Plot of a Soviet Cartoon about Cheburashka,Beginner 1,Free,https://youtu.be/EHtZHsGFs7M,FALSE,,,,,,,,,,,,,,,,,TRUE,Cartoons,Inna (Comprehensible Russian),TRUE,,
30.09.2021,чт,14,35,ComprehensibleRussian,"Cheburashka #3 Japanese Versions of Soviet Cartoon ""Cheburashka""",Beginner 1,Free,https://youtu.be/HfwZYuuXpCU,FALSE,,,,,,,,,,,,,,,,,TRUE,Cartoons,Inna (Comprehensible Russian),TRUE,,
03.10.2021,вс,4,3,ComprehensibleRussian,History of Russian Culture #27 Architecture of Russia's Golden Age,Beginner 2,Free,https://youtu.be/kM_NjcBpyog,FALSE,,,,,,,,,,,,,,,,,TRUE,Cartoons,Inna (Comprehensible Russian),TRUE,,
07.10.2021,чт,21,36,ComprehensibleRussian,Dostoevsky #1 Dostoevsky's Childhood and Youth,Beginner 1,Free,https://youtu.be/0OyVb2PXzUk,FALSE,,,,,,,,,,,,,,,,,TRUE,"Famous people, Literature",Inna (Comprehensible Russian),TRUE,,
10.10.2021,вс,8,34,ComprehensibleRussian,History of Russian Culture #28 Fine Arts of Russia's Golden Age,Beginner 2,Free,https://youtu.be/CUh208RKFX8,FALSE,,,,,,,,,,,,,,,,,TRUE,"History, Culture",Inna (Comprehensible Russian),TRUE,,
14.10.2021,чт,17,31,ComprehensibleRussian,Dostoevsky #2 Dostoevsky's First Success in Literature,Beginner 1,Free,https://youtu.be/FkTX2xHzNAE,FALSE,,,,,,,,,,,,,,,,,TRUE,"Famous people, Literature",Inna (Comprehensible Russian),TRUE,,
17.10.2021,вс,8,14,ComprehensibleRussian,History of Russian Culture #29 Golden Age of Russian Literature,Beginner 2,Free,https://youtu.be/LwYumtha-iU,FALSE,,,,,,,,,,,,,,,,,TRUE,"History, Culture",Inna (Comprehensible Russian),TRUE,,
21.10.2021,чт,37,38,ComprehensibleRussian,Dostoevsky #3 Dostoevsky's Return From The Dead,Beginner 1,Free,https://youtu.be/ZcSjx49oG-I,FALSE,,,,,,,,,,,,,,,,,TRUE,"Famous people, Literature",Inna (Comprehensible Russian),TRUE,,
24.10.2021,вс,16,37,ComprehensibleRussian,History of Russian Culture #30 Belated and Dramatic Modernization in Russia in the End of 19th Century,Beginner 2,Free,https://youtu.be/RcQqXsXL05Q,FALSE,,,,,,,,,,,,,,,,,TRUE,"History, Culture",Inna (Comprehensible Russian),TRUE,,
28.10.2021,чт,29,7,ComprehensibleRussian,Dostoevsky #4 Dostoevsky in Hard Labour,Beginner 1,Free,https://youtu.be/jX1FgThpcp8,FALSE,,,,,,,,,,,,,,,,,TRUE,"Famous people, Literature",Inna (Comprehensible Russian),TRUE,,
31.10.2021,вс,18,42,ComprehensibleRussian,History of Russian Culture #31 Silver Age: Decadence Era of Russian Culture,Beginner 2,Free,https://youtu.be/E0ttzAmcLJY,FALSE,,,,,,,,,,,,,,,,,TRUE,"History, Culture",Inna (Comprehensible Russian),TRUE,,
04.11.2021,чт,15,22,ComprehensibleRussian,Dostoevsky #5 Dostoevsky in Excile,Beginner 1,Free,https://youtu.be/_r70-bB87kk,FALSE,,,,,,,,,,,,,,,,,TRUE,"Famous people, Literature",Inna (Comprehensible Russian),TRUE,,
07.11.2021,вс,6,44,ComprehensibleRussian,History of Russian Culture #32 Symbolism in Russia's Silver Age,Beginner 2,Free,https://youtu.be/ukJqNku16WU,FALSE,,,,,,,,,,,,,,,,,TRUE,"History, Culture",Inna (Comprehensible Russian),TRUE,,
11.11.2021,чт,12,9,ComprehensibleRussian,Dostoevsky #6 Bad Blood between Turgenev and Dostoevsky,Beginner 1,Free,https://youtu.be/POzS9PPPaYM,FALSE,,,,,,,,,,,,,,,,,TRUE,"Famous people, Literature",Inna (Comprehensible Russian),TRUE,,
14.11.2021,вс,12,34,ComprehensibleRussian,History of Russian Culture #33 Russian Avant-Garde: Zeriong the Old World,Beginner 2,Free,https://youtu.be/aBK3IE_aYto,FALSE,,,,,,,,,,,,,,,,,TRUE,"History, Culture",Inna (Comprehensible Russian),TRUE,,
18.11.2021,чт,14,26,ComprehensibleRussian,Dostoevsky #7 Dostoevsky's First Wife,Beginner 1,Free,https://youtu.be/5UOSxo6ObsA,FALSE,,,,,,,,,,,,,,,,,TRUE,"Famous people, Literature",Inna (Comprehensible Russian),TRUE,,
21.11.2021,вс,12,11,ComprehensibleRussian,"History of Russian Culture #34 Russian Silver Age Poetry, Literature, Ballet, Music and Architecture",Beginner 2,Free,https://youtu.be/jqPNggpdwCA,FALSE,,,,,,,,,,,,,,,,,TRUE,"History, Culture",Inna (Comprehensible Russian),TRUE,,
25.11.2021,чт,13,15,ComprehensibleRussian,Dostoevsky #8 Dostoevsky's Romance with a Femme Fatale,Beginner 1,Free,https://youtu.be/52jRzq8MnnY,FALSE,,,,,,,,,,,,,,,,,TRUE,"Famous people, Literature",Inna (Comprehensible Russian),TRUE,,
28.11.2021,вс,13,3,ComprehensibleRussian,History of Russian Culture #35 Communism as a New Religion,Beginner 2,Free,https://youtu.be/ZHfGZhD1IWg,FALSE,,,,,,,,,,,,,,,,,TRUE,"History, Culture",Inna (Comprehensible Russian),TRUE,,
02.12.2021,чт,36,21,ComprehensibleRussian,Dostoevsky #9 Dostoevsky's Love of Life,Beginner 1,Free,https://youtu.be/iYJu1LJuVv4,FALSE,,,,,,,,,,,,,,,,,TRUE,"Famous people, Literature",Inna (Comprehensible Russian),TRUE,,
05.12.2021,вс,21,36,ComprehensibleRussian,"History of Russian Culture #36 Russian Avan-Garde Theatre, Cinema and Art",Beginner 2,Free,https://youtu.be/Crv-xl9BosA,FALSE,,,,,,,,,,,,,,,,,TRUE,"History, Culture",Inna (Comprehensible Russian),TRUE,,
09.12.2021,чт,14,20,ComprehensibleRussian,New Year #3 Where and with Whom Russians Celebrate New Year,Beginner 1,Free,https://youtu.be/IFcMfFTf7II,FALSE,,,,,,,,,,,,,,,,,TRUE,"Holidays & leisure, Culture",Inna (Comprehensible Russian),TRUE,,
12.12.2021,вс,10,36,ComprehensibleRussian,History of Russian Culture #37 Culture Losses from Stalinist Repressions,Beginner 2,Free,https://youtu.be/secejA5gFcc,FALSE,,,,,,,,,,,,,,,,,TRUE,"History, Culture",Inna (Comprehensible Russian),TRUE,,
16.12.2021,чт,23,51,ComprehensibleRussian,New Year #6 How Russians Decorate the New Year Tree,Beginner 1,Free,https://youtu.be/gjqyLG2ChfQ,FALSE,,,,,,,,,,,,,,,,,TRUE,"Holidays & leisure, Culture",Inna (Comprehensible Russian),TRUE,,
19.12.2021,вс,5,52,ComprehensibleRussian,History of Russian Culture #38 Literature in the Stalin Era,Beginner 2,Free,https://youtu.be/-6_O4JbyHKI,FALSE,,,,,,,,,,,,,,,,,TRUE,"History, Culture",Inna (Comprehensible Russian),TRUE,,
23.12.2021,чт,21,31,ComprehensibleRussian,New Year #7 How to Get Presents from Ded Moroz,Beginner 1,Free,https://youtu.be/rzQbCdPunBE,FALSE,,,,,,,,,,,,,,,,,TRUE,"Holidays & leisure, Culture",Inna (Comprehensible Russian),TRUE,,
26.12.2021,вс,6,17,ComprehensibleRussian,History of Russian Culture #39 Cult of Stalin's Personality and Total Cultural Censorship,Beginner 2,Free,https://youtu.be/_2AuraxeKxI,FALSE,,,,,,,,,,,,,,,,,TRUE,"History, Culture",Inna (Comprehensible Russian),TRUE,,
30.12.2021,чт,16,19,ComprehensibleRussian,New Year #8 Russians' Beliefs Concerning New Year,Beginner 1,Free,https://youtu.be/ORI8cvMb5iE,FALSE,,,,,,,,,,,,,,,,,TRUE,"Holidays & leisure, Culture",Inna (Comprehensible Russian),TRUE,,
02.01.2022,вс,11,8,ComprehensibleRussian,History of Russian Culture #40 Moscow as the Capital of Stalin's Empire,Beginner 2,Free,https://youtu.be/ATskjn8HVaE,FALSE,,,,,,,,,,,,,,,,,TRUE,"History, Culture",Inna (Comprehensible Russian),TRUE,,
06.01.2022,чт,34,27,ComprehensibleRussian,Herring Under A Fur Coat #1 Prepairing the ingredients,Beginner 1,Free,https://youtu.be/LvwOe4iOppc,FALSE,,,,,,,,,,,,,,,,,TRUE,"Food & kitchen, ""Activities, how-to""",Inna (Comprehensible Russian),TRUE,,
09.01.2022,вс,9,31,ComprehensibleRussian,History of Russian Culture #41 World War II and the End of Stalin's Era,Beginner 2,Free,https://youtu.be/_5bua4GlJiU,FALSE,,,,,,,,,,,,,,,,,TRUE,"History, Culture",Inna (Comprehensible Russian),TRUE,,
13.01.2022,чт,16,16,ComprehensibleRussian,Herring Under A Fur Coat #2 Laying out the Salad Layers,Beginner 1,Free,https://youtu.be/KGKb025-8MY,FALSE,,,,,,,,,,,,,,,,,TRUE,"Food & kitchen, ""Activities, how-to""",Inna (Comprehensible Russian),TRUE,,
16.01.2022,вс,14,23,ComprehensibleRussian,"History of Russian Culture #42 Destalinisation, Khrushchev Thaw and Brezhnev's Stagnation Era",Beginner 2,Free,https://youtu.be/WSUzLS4l3pA,FALSE,,,,,,,,,,,,,,,,,TRUE,"History, Culture",Inna (Comprehensible Russian),TRUE,,
23.01.2022,вс,17,59,ComprehensibleRussian,History of Russian Culture #43 Official Soviet Culture under Khrushchev and Brezhnev,Beginner 2,Free,https://youtu.be/HW8JrNpiCeY,FALSE,,,,,,,,,,,,,,,,,TRUE,"History, Culture",Inna (Comprehensible Russian),TRUE,,
27.01.2022,чт,20,39,ComprehensibleRussian,The Bremen Town Musicians #1 Soviet Animated Hippie Musical The Bremen Town Musicians. Introduction,Beginner 2,Free,https://youtu.be/qOneL1TgWQE,FALSE,,,,,,,,,,,,,,,,,TRUE,Cartoons,Inna (Comprehensible Russian),TRUE,,
30.01.2022,вс,29,19,ComprehensibleRussian,"History of Russian Culture #44 Soviet Underground Culture, Dissidents and Ideological Crisis in 1960-1980s",Beginner 2,Free,https://youtu.be/5mi7A1bOJLk,FALSE,,,,,,,,,,,,,,,,,TRUE,"History, Culture",Inna (Comprehensible Russian),TRUE,,
03.02.2022,чт,12,6,ComprehensibleRussian,The Bremen Town Musicians #2 The Bremen Town Musicians. Cartoon Plot,Beginner 2,Free,https://youtu.be/O_WYaPkPzIg,FALSE,,,,,,,,,,,,,,,,,TRUE,Cartoons,Inna (Comprehensible Russian),TRUE,,
06.02.2022,вс,58,3,ComprehensibleRussian,Russian Food #1 Traditional Russian Food: the Basics,Beginner 2,Free,https://youtu.be/b6J6hZqe8dc,FALSE,,,,,,,,,,,,,,,,,TRUE,"Food & kitchen, Culture",Inna (Comprehensible Russian),TRUE,,англ
10.02.2022,чт,26,32,ComprehensibleRussian,The Bremen Town Musicians #3 Russianalyzing The Bremen Town Musicians,Beginner 2,Free,https://youtu.be/fDtiAAF8s2s,FALSE,,,,,,,,,,,,,,,,,TRUE,Cartoons,Inna (Comprehensible Russian),TRUE,,
11.02.2022,,50,32,ComprehensibleRussian,Russian Food #2 Soviet Food Supply System: Dreams,Beginner 2,Free,https://www.youtube.com/watch?v=ZbF2_0Bjt9A,FALSE,,,,,,,,,,,,,,,,,TRUE,"Food & kitchen, Culture",Inna (Comprehensible Russian),TRUE,,англ
12.02.2022,,32,58,ComprehensibleRussian,Russian Food #3 Soviet Food Supply System: Reality,Beginner 2,Free,https://www.youtube.com/watch?v=xQ5GLd-uXqg,FALSE,,,,,,,,,,,,,,,,,TRUE,"Food & kitchen, Culture",Inna (Comprehensible Russian),TRUE,,англ
13.02.2022,вс,57,55,ComprehensibleRussian,Russian Food #4 Soviet Food Products,Beginner 2,Free,https://youtu.be/Tcz9hQ5pRKI,FALSE,,,,,,,,,,,,,,,,,TRUE,"Food & kitchen, Culture",Inna (Comprehensible Russian),TRUE,,англ
20.02.2022,вс,67,44,ComprehensibleRussian,Russian Food #5 Typical Soviet Dishes,Beginner 2,Free,https://youtu.be/E-_fRIJ7XUk,FALSE,,,,,,,,,,,,,,,,,TRUE,"Food & kitchen, Culture",Inna (Comprehensible Russian),TRUE,,англ
27.02.2022,вс,23,43,ComprehensibleRussian,Russian Food #6 Dishes of Georgia that Russians Love,Beginner 2,Free,https://youtu.be/HhQnKkOhAQQ,FALSE,,,,,,,,,,,,,,,,,TRUE,"Food & kitchen, Culture",Inna (Comprehensible Russian),TRUE,,
06.03.2022,вс,7,28,ComprehensibleRussian,Russian Food #7 Dishes of Uzbekistan that Russians Love,Beginner 2,Free,https://youtu.be/nrKYtTz9WHs,FALSE,,,,,,,,,,,,,,,,,TRUE,"Food & kitchen, Culture",Inna (Comprehensible Russian),TRUE,,
13.03.2022,вс,11,10,ComprehensibleRussian,Russian Food #8 Ukrainian and Belorussian Dishes,Beginner 2,Free,https://youtu.be/6JojQwpTPX0,FALSE,,,,,,,,,,,,,,,,,TRUE,"Food & kitchen, Culture",Inna (Comprehensible Russian),TRUE,,
20.03.2022,вс,17,25,ComprehensibleRussian,Russian Food #9 Dishes of Kazakhstan and Minor Peoples of Russia,Beginner 2,Free,https://youtu.be/JWW4ulrgu-Q,FALSE,,,,,,,,,,,,,,,,,TRUE,"Food & kitchen, Culture",Inna (Comprehensible Russian),TRUE,,
27.03.2022,вс,42,14,ComprehensibleRussian,"Russianalyze Three Plus Two #1 Intro, Opening Event, Key Dialogues - Before Watching",Beginner 2,Free,https://youtu.be/u-MGhxOPGbQ,FALSE,,,,,,,,,,,,,,,,,TRUE,Movies & TV,Inna (Comprehensible Russian),TRUE,,
03.04.2022,вс,41,49,ComprehensibleRussian,Russianalyze Three Plus Two #2 Clarifying the Movie Plot - After Watching,Beginner 2,Free,https://youtu.be/au_8w7jgrbs,FALSE,,,,,,,,,,,,,,,,,TRUE,Movies & TV,Inna (Comprehensible Russian),TRUE,,
10.04.2022,вс,27,22,ComprehensibleRussian,Russianalyze Three Plus Two #3 Clarifying the Movie Plot - After Watching,Beginner 2,Free,https://youtu.be/nk04mjUDhxQ,FALSE,,,,,,,,,,,,,,,,,TRUE,Movies & TV,Inna (Comprehensible Russian),TRUE,,
16.04.2022,сб,23,29,ComprehensibleRussian,Winnie-the-Pooh #1 Soviet Winnie-the-Pooh. Introduction,Beginner 1,Free,https://youtu.be/z0B4qYtGQpE,FALSE,,,,,,,,,,,,,,,,,TRUE,Cartoons,Inna (Comprehensible Russian),TRUE,,
23.04.2022,сб,14,29,ComprehensibleRussian,Winnie-the-Pooh #2 Winnie-the-Pooh: Cartoon Plot,Beginner 1,Free,https://youtu.be/myacFcCj9r0,FALSE,,,,,,,,,,,,,,,,,TRUE,Cartoons,Inna (Comprehensible Russian),TRUE,,
30.04.2022,сб,17,52,ComprehensibleRussian,Winnie-the-Pooh #3 Winnie-the-Pooh Pays a Visit: Cartoon Plot,Beginner 1,Free,https://youtu.be/VqidTnZcjeI,FALSE,,,,,,,,,,,,,,,,,TRUE,Cartoons,Inna (Comprehensible Russian),TRUE,,
07.05.2022,сб,24,35,ComprehensibleRussian,Housing in Russia #1 Housing in Pre-Revolutionary Russia,Beginner 2,Free,https://youtu.be/UympuGnZEsw,FALSE,,,,,,,,,,,,,,,,,TRUE,"Home, Culture, History",Inna (Comprehensible Russian),TRUE,,англ
14.05.2022,сб,43,46,ComprehensibleRussian,Housing in Russia #2 Interiors of Houses and Apartments in pre-revolutionary Russia,Beginner 2,Free,https://youtu.be/oZ-A_mOVlQ4,FALSE,,,,,,,,,,,,,,,,,TRUE,"Home, Culture, History",Inna (Comprehensible Russian),TRUE,,англ
21.05.2022,сб,31,8,ComprehensibleRussian,Housing in Russia #3 Red October Housing Policy: Communal Apartments,Beginner 2,Free,https://youtu.be/aQNwABWUphE,FALSE,,,,,,,,,,,,,,,,,TRUE,"Home, Culture, History",Inna (Comprehensible Russian),TRUE,,англ
28.05.2022,сб,32,39,ComprehensibleRussian,Housing in Russia #4 Interiors of Communal Apartments,Beginner 2,Free,https://youtu.be/1TK6EJhmFDw,FALSE,,,,,,,,,,,,,,,,,TRUE,"Home, Culture, History",Inna (Comprehensible Russian),TRUE,,англ
04.06.2022,сб,31,30,ComprehensibleRussian,Housing in Russia #5 Housing under Stalin: Chic Elitist Apartments & Barracks for Common Soviet People,Beginner 2,Free,https://youtu.be/51KNJjkwyG4,FALSE,,,,,,,,,,,,,,,,,TRUE,"Home, Culture, History",Inna (Comprehensible Russian),TRUE,,англ
11.06.2022,сб,29,12,ComprehensibleRussian,Housing in Russia #6 Interiors of Stalinist Elitist Apartments and Barracks,Beginner 2,Free,https://youtu.be/dmsa4dn-cgY,FALSE,,,,,,,,,,,,,,,,,TRUE,"Home, Culture, History",Inna (Comprehensible Russian),TRUE,,англ
18.06.2022,сб,20,12,ComprehensibleRussian,Housing in Russia #7 Khrushchev-slums,Beginner 2,Free,https://youtu.be/WcMjPzYyKxU,FALSE,,,,,,,,,,,,,,,,,TRUE,"Home, Culture, History",Inna (Comprehensible Russian),TRUE,,англ
25.06.2022,сб,35,26,ComprehensibleRussian,Housing in Russia #8 Interiors of Apartments in Khrushchev-slums,Beginner 2,Free,https://youtu.be/els-obKMGvA,FALSE,,,,,,,,,,,,,,,,,TRUE,"Home, Culture, History",Inna (Comprehensible Russian),TRUE,,англ
12.08.2024,,5,30,ComprehensibleRussian,Kitchen. Spot the Difference,Beginner 0,Free,https://youtu.be/XJ00M-7oesY,FALSE,,,,,,,,,,,,,,,,,FALSE,Food & kitchen,Inna (Comprehensible Russian),FALSE,,
24.09.2024,вт,29,26,ComprehensibleRussian,Russian conversation about work and languages with Nikita,Intermediate 1,Free,https://youtu.be/0L3QyrLk82U,FALSE,"Real easy and slow Russian conversation in Russian language about work
📌Nikita's channel https://www.youtube.com/@UCIbkDDk1BCPvh0rnL98jDIw 

00:00 Приветствие
00:37 О профессиональной деятельности
03:38 Ты учился на преподавателя русского языка?
07:22 Тебе сразу понравился метод CI?
08:17 Почему ты выбрал испанский язык?
12:04 Об испанских и русских диалектах
17:05 Что ты делаешь ещё кроме канала?
19:14 Ты работаешь на себя?
19:44 Какой у тебя рабочий график?
21:21 Как ты выбрал название для своего канала?
22:20 Об уровнях CI-видео",,,,,,,,,,,,,,,,TRUE,"Work, Conversation","Inna (Comprehensible Russian), Nikita (Inhale Russian)",FALSE,,
01.10.2024,вт,9,57,ComprehensibleRussian,Morning routine,Beginner 1,Free,https://youtu.be/ZFyXGKECMp0,FALSE,"Daily Russian language - Morning routine - Easy Russian Vlog

00:00 Вступление
00:26 Подъём
01:17 Умываюсь
01:36 Пью воду
01:49 Принимаю душ
02:48 Сушу голову
03:06 Начинаю готовить завтрак
04:36 Крашусь
05:10 Продолжаю готовить завтрак
06:16 Убираюсь на кухне
06:27 Чищу зубы и одеваюсь
07:02 Собираю сумку
07:41 Обуваюсь и выхожу из дома
07:58 Веду дочку в школу
08:36 Захожу в магазин за продуктами
08:49 Возвращаюсь домой. Разуваюсь.
09:05 Раскладываю продукты. Мою руки.
09:24 Набираю воды и сажусь работать",,,,,,,,,,,,,,,,TRUE,Slice of Life,Inna (Comprehensible Russian),FALSE,,
08.10.2024,вт,15,48,ComprehensibleRussian,Russian conversation about family with Nikita,Intermediate 1,Free,https://youtu.be/SWaE6dQlNZo,FALSE,"Real easy and slow Russian conversation in Russian language about family
📌Nikita's channel https://www.youtube.com/@UCIbkDDk1BCPvh0rnL98jDIw 

00:00 Вступление и приветствие
00:45 У тебя есть семья?
01:53 Сколько детей в твоей семье?
02:18 У тебя есть и мама и папа?
02:38 Где живут братья и сестра?
02:51 Сколько лет твоим братьям и сестре?
04:49 Вы часто видитесь?
06:24 Сестра учится или работает?
06:57 У тебя есть дяди и тёти?
07:27 У тебя есть двоюродные братья и сёстры?
08:13 У тебя есть бабушки и дедушки?
11:46 У тебя пока нет своей семьи?
14:05 Прощание",,,,,,,,,,,,,,,,TRUE,"Family, Conversation","Inna (Comprehensible Russian), Nikita (Inhale Russian)",FALSE,,
16.10.2024,ср,22,23,ComprehensibleRussian,Russian Songs Recommendations,Intermediate 1,Free,https://youtu.be/JsXhgLjqtWw,FALSE,📌Extended list of Russian songs https://go.comprehensiblerussian.com/Y6RnG1,,,,,,,,,,,,,,,,TRUE,"Music, Conversation",Inna (Comprehensible Russian),FALSE,,
23.10.2024,ср,16,2,ComprehensibleRussian,Catching up with Sergey,Intermediate 1,Free,https://youtu.be/2jNbiloBYMc,FALSE,"Easy and slow Russian conversation exchanging news with a friend Sergey
Sergey's channel https://youtube.com/@InRussianFromAfar ",,,,,,,,,,,,,,,,TRUE,"Slice of Life, Conversation",Inna (Comprehensible Russian),FALSE,,
30.10.2024,ср,26,58,ComprehensibleRussian,Russian conversation about hometown with Nikita,Intermediate 1,Free,https://youtu.be/7KCzumVpoZA,FALSE,"Real easy and slow Russian conversation in Russian language
📌Nikita's channel https://www.youtube.com/@UCIbkDDk1BCPvh0rnL98jDIw ",,,,,,,,,,,,,,,,TRUE,"Home, Conversation","Inna (Comprehensible Russian), Nikita (Inhale Russian)",FALSE,,
